rop	882835
bce	718940
scco	1001838
ftnt	1262039
vlo	1035002
snap	1564408
ecl	31462
nxpi	1413447
ilmn	1110803
mck	927653
crwd	1535527
lulu	1397187
bsbr	1471055
lhx	202058
cnc	1071739
vmw	1124610
payx	723531
kmb	55785
stz	16918
exc	1109357
itub	1132597
gld	1222333
tak	1395064
hmc	715153
abev	1565025
bidu	1329099
mnst	865752
hsy	47111
snps	883241
syy	96021
hlt	1585689
jci	833444
nue	73309
ctsh	1058290
aph	820313
adsk	769397
stla	1605484
gis	40704
trv	86312
wmb	107263
ctva	1755672
cdns	813672
rsg	1060391
iqv	1478242
azo	866787
kmi	1506307
orly	898173
cmg	1058090
tel	1385157
pru	1137774
vod	839923
smfg	1022837
ctas	723254
lyg	1160106
hpq	47217
dlr	1297996
dvn	1090012
kr	56873
gold	756894
dxcm	1093557
twtr	1418091
well	766704
xel	72903
psx	1534701
danoy	1048515
spg	1063761
o	726728
mfc	1086888
mchp	827054
ifnny	1107457
ddog	1561550
afl	4977
cve	1475260
sbac	1034054
wba	1618921
dltr	935703
idxx	874716
all	899051
msi	68505
anet	1596532
dell	1571996
gpn	1123360
lyb	1489393
ing	1039765
et	1276187
a	1090872
rost	745732
wcn	1318220
bax	10456
bntx	1776985
imo	49938
bk	1390777
wit	1123799
ph	76334
msci	1408198
peg	788784
alc	1167379
lng	3570
puk	1116578
iau	1278680
ajg	354190
dd	1666700
ea	712515
yum	1041061
stm	932787
cht	1132924
bbd	1160330
tsn	100493
tu	868675
bbva	842180
tt	1466258
carr	1783180
tdg	1260221
ebay	1065088
ec	1444406
dfs	1393612
mplx	1552000
vrsk	1442145
ed	1047862
odfl	878927
hal	45012
ttd	1671933
coin	1679788
net	1477333
hes	4447
fast	815556
expgy	1376891
wec	783325
lcid	1811210
bcs	312069
zm	1585521
oran	1038143
abc	1140859
ppg	79879
otis	1781335
tlk	1001807
kkr	1404912
apo	1858681
iff	51253
avb	915912
glw	24741
codyy	1012037
nwg	844150
crh	849395
biib	875045
bf-a	14693
dnbby	1498632
hcmly	948696
mfg	1335730
eqr	906107
wy	106535
amp	820027
mtd	1037646
es	72741
arzgy	1379235
baesy	895564
lgfry	1554394
aptv	1521332
sivb	719739
zs	1713683
pcar	75362
ame	1037868
rmd	943819
rok	1024478
nok	924613
slf	1097362
veev	1393052
fnv	1456346
trow	1113169
gfs	1709048
oke	1039684
pcg	1004980
dash	1792789
hrl	48465
rivn	1874178
lvs	1300514
ppery	1461748
nio	1736541
cmi	26172
tef	814052
rweoy	939380
luv	92380
are	1035443
cbre	1138118
ferg	1832433
nu	1691493
cern	804753
frc	1132979
cprt	900075
dal	27904
eric	717826
rci	733099
awk	1410636
dia	1041130
bkr	1701605
ckhuy	1637120
expe	1324424
fmx	1061736
mt	1243429
ndaq	1120193
mkc	63754
bll	9389
keys	1601046
eix	827052
fitb	35527
tscdy	885834
cqp	1383650
csgp	1057352
mdy	936958
gww	277135
dhi	882184
zbh	1136869
gwlif	850918
stt	93751
efx	33185
ibkr	1381197
caixy	1535628
dte	936340
poahy	1450346
exr	1289490
fe	1031296
algn	1097149
anss	1013462
vwdry	1330306
cpng	1834584
wegzy	1445166
siri	908937
li	1791706
chd	313927
mdb	1441816
on	1097864
sgen	1060736
hig	874766
caj	16988
it	749251
etr	65984
aee	1002910
len	920760
lyv	1335258
ctra	858470
tsco	916365
lh	920148
phg	313216
zto	1677250
wst	105770
mos	1285785
xpev	1810997
fang	1539838
k	55067
invh	1687229
ccep	1650107
gmab	1434265
mtch	891103
vmc	1396009
fts	1666175
enph	1463101
bby	764478
ste	1757898
alb	915913
hznp	1492426
uri	1067701
vtr	740260
edu	1372920
cdw	1402057
mgddy	896076
mlm	916076
ulta	1403568
maa	912595
ntrs	73124
ttm	926042
mtb	36270
ix	1070304
pltr	1321655
grmn	1121788
anyyy	1700171
ppl	922224
db	1159508
ftv	1659166
twlo	1447669
teck	886986
ptaiy	1455967
sqm	909037
pcrfy	63271
spot	1639920
ess	920522
cf	1324404
pba	1546066
vfc	103379
syf	1601712
rjf	720005
clr	732834
zbra	877212
ccl	815097
flt	1175454
umc	1033767
foxa	1754301
dre	783280
lnngy	1447629
rf	1281761
u	1810806
atasy	1437775
swk	93556
tdy	1094285
rcl	884887
wpm	1323404
hpe	1645590
zi	1794515
ryaay	1038683
sui	912593
mgm	789570
splk	1353283
cms	811156
swks	4127
hban	49196
cnhi	1567094
cinf	20286
vrsn	1014473
mro	101778
gib	1061574
dov	29905
okta	1660134
lbrda	1611983
avtr	1722482
cnp	1130310
mpwr	1280452
rblx	1315098
hldcy	811250
pki	31791
iclr	1060955
gpc	40987
hubs	1404655
wat	1000697
cuk	1125259
mkl	1096343
bip	1406234
stx	1137789
bxp	1037540
holx	859737
mga	749098
vici	1705696
pfg	1126328
akam	1086222
rprx	1802768
ir	1699150
key	91576
fms	1333141
ip	51434
qsr	1618756
acc	1283630
bill	1786352
rkt	1805284
yumc	1673358
moh	1179929
amcr	1748790
jbht	728535
kb	1445930
snmry	1437771
j	52988
hei	46619
ts	1190723
ui	1511737
acgl	947484
ter	97210
elp	1041792
coo	711404
bgne	1651308
payc	1590955
clx	21076
peak	765880
pkx	889132
dri	940944
wab	943452
viv	1066119
chkp	1015922
podd	1145197
trgp	1389170
docu	1261333
expd	746515
bro	79282
agr	1634997
trmb	864749
shg	1263043
wdc	106040
incy	879169
cfg	759944
tru	1552033
fmc	37785
br	1383312
stld	1022671
pwr	1050915
pool	945841
alny	1178670
ssnc	1402436
ntap	1002047
cag	23217
epam	1352010
cah	721371
rol	84839
omc	29989
tw	1758730
wlk	1262823
ual	100517
dgx	1022079
tyl	860731
bg	1144519
cs	1159510
udr	74208
ce	1306830
car	723612
entg	1101302
wmg	1319161
l	60086
lsxma	1560385
evrg	1711269
prdsy	1527249
txt	217346
nvr	906163
ctlt	1596783
zshgy	1495686
cpt	906345
argx	1697862
lpla	1397911
bmrn	1048477
pkg	75677
tsgty	939383
kim	879101
tcom	1269238
sbny	1288784
ssl	314590
tech	842023
bio	12208
fds	1013237
eqt	33213
pubgy	1050952
zen	1463172
ato	731802
avy	8818
nlok	849399
xyl	1524472
kmx	1170010
iep	813762
app	1751008
sjr	932872
znh	1041668
irm	1020569
dish	1001082
lkq	1065696
wpc	1025378
sjm	91419
czr	1590895
ldos	1336920
lnt	352541
aci	1646972
iex	832101
pins	1506293
hwm	4281
hst	1070750
wpp	806968
gnrc	1474735
icl	941221
snn	845982
cpb	16732
jkhy	779152
chrw	1043277
cck	1219601
ttwo	946581
ally	40729
aem	2809
burl	1579298
smpny	1669414
bbwi	701985
roku	1428439
els	895417
asx	1122411
lu	1816007
emn	915389
aes	874761
frfhf	915191
csl	790051
gddy	1609711
suz	909327
ptc	857005
xp	1787425
sedg	1419612
jrony	1438077
ovv	1792580
tfx	96943
cg	1527166
qrvo	1604778
wrk	1732845
nice	1003935
clf	764065
abmd	815094
mas	62996
ipg	51644
amh	1562401
bouyy	1445475
dpz	1286681
jhx	1159152
gshn	1639327
chwy	1766502
ndsn	72331
ben	38777
plug	1093691
ctxs	877890
lbtya	1570585
rs	861884
emraf	1127248
has	46080
crl	1100682
vtrs	1792044
swmay	1011218
ebr	1439124
etsy	1370637
dar	916540
aap	1158449
cna	21175
fhn	36966
ach	1161611
vivhy	1127055
aa	1675149
gfi	1172724
bldr	1316835
nwsa	1564708
aal	6201
lnegy	1437041
vst	1692819
elan	1739104
cboe	1374310
ihg	858446
cgnx	851205
tap	24545
bntgy	1533945
jxhly	1487533
afg	1042046
eqh	1333986
wrb	11544
bsy	1031308
lnvgy	932477
grab	1855612
nmr	1163653
enia	912505
rexr	1571283
reg	910606
y	775368
ares	1176948
sna	91440
cea	1030475
kep	887225
aer	1378789
fnf	1331875
dt	1773383
ni	1111711
whr	106640
wtrg	78128
hsic	1000228
kof	910631
wolf	895419
ptbry	1504122
logi	1032975
lamr	1090425
lnc	59558
bah	1443646
bap	1001290
re	1095073
dva	927066
rhi	315213
rpm	110621
jll	1037976
otex	1002638
morn	1289419
ar	1433270
rkuny	1294591
cma	28412
glpi	1575965
mpw	1287865
phm	822416
lyft	1759509
ggg	42888
sci	89089
pcty	1591698
clvt	1764046
cvna	1690820
azpn	929940
uhal	4457
hubb	48898
ffiv	1048695
qgen	1015820
xm	1747748
tpl	1811074
lumn	18926
lsi	944314
jnpr	1043604
ewbc	1069157
grfs	1438569
aeg	769218
h	1468174
wso	105016
mtn	812011
zg	1617640
kkoyy	1436794
aiz	1267238
alle	1579241
mmp	1126975
fico	814547
ccj	1009001
cube	1298675
wsm	719955
glpey	1385535
gfl	1780232
acm	868857
bki	1627014
mktx	1278021
bch	1161125
gl	320335
exas	1124140
skm	1015650
wes	1423902
remyy	1552653
mhk	851968
dox	1062579
uhs	352915
tost	1650164
htht	1483994
path	1734722
bz	1842827
slvyy	930826
jazz	1232524
fbhs	1519751
chk	895126
snx	1177394
agco	880266
nlsn	1492633
lw	1679273
plan	1540755
sbsw	1786909
bep	1533232
aqn	1174169
didi	1764757
nwl	814453
see	1012100
ndvly	800928
wfg	1402388
htz	1657853
nly	1043219
aos	91142
teva	818686
oln	74303
oc	1370946
znga	1439404
dqjcy	1446597
uso	1327068
olpx	1868726
glob	1557860
eslt	1027664
tpr	1116132
ggb	1073404
armk	1584509
bili	1723690
arcc	1287750
cib	1071371
gme	1326380
w	1616707
five	1177609
nrg	1013871
s	1583708
bsac	1027552
frt	34903
mdiby	1379481
zion	109380
bwa	908255
fnd	1507079
lad	1023128
rdy	1135951
brkr	1109354
rrx	82811
uelmo	100826
rgen	730272
hood	1783879
bj	1531152
cien	936395
nvcr	1645113
dscsy	1671750
ivz	914208
xray	818479
cday	1725057
midd	769520
mat	63276
nbix	914475
dks	1089063
pstg	1474432
erie	922621
tx	1342874
rgld	85535
pnr	77360
hii	1501585
wf	1264136
accyy	1049183
usfd	1665918
afrm	1820953
ttc	737758
dbx	1467623
cbsh	22356
hcp	1720671
pag	1019849
cfr	39263
jbl	898293
prymy	1437672
nfe	1749723
arw	7536
manh	1056696
au	1067428
wynn	1174922
nclh	1513761
wh	1722684
cflt	1699838
chdn	20212
alsmy	1062066
bsmx	1698287
kss	885639
nvei	1765159
cnxc	1803599
rng	1384905
ogn	1821825
wal	1212545
uthr	1082554
krc	1025996
aseky	1450206
onon	1858985
x	1163302
pnw	764622
knx	1492691
jpxgy	1600520
dlb	1308547
lii	1069202
axon	1069183
pac	1347557
fivn	1288847
cae	1173382
leco	59527
rl	1037038
seic	350894
fslr	1274494
jef	96223
an	350698
flex	866374
wsc	1647088
docs	1516513
pfgc	1618673
rrc	315852
hnp	929058
chh	1046311
lea	842162
amc	1411579
bery	1378992
tme	1744676
oge	1021635
thc	70318
cms-pb	201533
airc	1820877
phi	78150
levi	94845
iac	1800227
ttek	831641
nnn	751364
adooy	1489079
che	19584
stor	1538990
synh	1610950
deck	910521
swch	1710583
casy	726958
swn	7332
rh	1528849
csan	1430162
cacc	885550
atr	896622
g	1398659
m	794367
tfii	1588823
dxc	1688568
brx	1581068
paa	1070423
pcor	1611052
cpri	1530721
wms	1604028
gtlb	1653482
chng	1756497
wex	1309108
hun	1307954
fr	921825
pso	938323
st	1477294
nov	1021860
vno	899689
ugi	884614
egp	49600
dseey	1481045
agl	1831097
pltk	1828016
gwre	1528396
ymm	1838413
rga	898174
exel	939767
estc	1707753
hllgy	1674534
ppc	802481
slv	1330568
miufy	1447113
mssmy	1710864
dcp	1338065
voya	1535929
cabo	1632127
wu	1365135
gntx	355811
stwd	1465128
wwd	108312
oukpy	1436786
avlr	1348036
gxo	1852244
cold	1455863
mp	1801368
dnb	1799208
byd	906553
upst	1647639
trex	1069878
uaa	1336917
zim	1654126
lscc	855658
yndx	1513845
ehc	785161
bhc	885590
bfam	1437578
dlo	1846832
plnt	1637207
kbr	1357615
qs	1811414
dooo	1748797
pdce	77877
ori	74260
gmed	1237831
gpk	1408075
nyt	71691
kt	892450
nxst	1142417
cohr	21510
rnr	913144
coup	1385867
pen	1321732
hta	1360604
sf	720672
alk	766421
gil	1061894
masi	937556
aemmy	1437776
mksi	1049502
coty	1024305
isday	1224306
iivi	820318
mgp	1656936
alv	1034670
asr	1123452
timb	1826168
faf	1472787
bak	1071438
rcm	1472595
cx	1076378
cdk	1609702
dava	1656081
srpt	873303
legn	1801198
gds	1526125
vac	1524358
stag	1479094
penn	921738
site	1650729
eeft	1029199
nvst	1757073
iot	1642896
nfg	70145
mfa	1055160
osk	775158
bpop	763901
gh	1576280
smar	1366561
unm	5513
cybr	1598110
fcnca	798941
crcby	1553915
xpo	1166003
oled	1005284
kgc	701818
fybr	20520
tndm	1438133
caci	16058
reyn	1786431
pton	1639825
pb	1068851
wcc	929008
skx	1065837
syna	817720
snv	18349
gtls	892553
itt	216228
bepc	1791863
bld	1633931
pega	1013857
dkng	1772757
edr	1766363
dci	29644
omf	1584207
bhvn	1689813
tenb	1660280
ayi	1144215
lite	1633978
ohi	888491
ksryy	1668501
achc	1520697
sbs	1170858
dds	28917
sail	1627857
pnfp	1115055
ryn	52827
axta	1616862
tdoc	1477449
son	91767
musa	1573516
bc	14930
insp	1609550
uwmc	1783398
txrh	1289460
pii	931015
hli	1302215
rba	1046102
ash	1674862
asgn	890564
agnc	1423689
fsk	1422183
smg	825542
bokf	875357
mndy	1845338
lfus	889331
shc	1822479
lpx	60519
tnet	937098
ffin	36029
lstr	853816
mtdr	1520006
mur	717423
nvt	1720635
twks	1866550
irt	1466085
halo	1159036
bkgfy	1447137
cr	25445
tixt	1825155
msp	1724570
adt	1703056
ingr	1046257
lysdy	1444327
txg	1770787
slab	1038074
tol	794170
hog	793952
eme	105634
ccoey	1551467
hgv	1674168
cccs	1818201
infa	1868778
orcc	1655888
bncdy	1667075
cw	26324
swav	1642545
azta	933974
tmx	1428875
trq	1158041
ubsfy	1446702
ntnx	1618732
rpd	1560327
flo	1128928
tmbby	1531740
saia	1177702
shlx	1610466
gdrx	1809519
clh	822818
sid	1049659
nep	1603145
jsgry	1442656
fsv	1637810
ions	874015
mtz	15615
ssb	764038
vvv	1674910
qlys	1107843
tpx	1206264
colm	1050797
cc	1627223
vips	1529192
wb	1595761
hhc	1498828
hqy	1428336
fcn	887936
vmi	102729
mndt	1370880
mime	1644675
amg	1004434
ipgp	1111928
seas	1564902
lhcg	1303313
cuz	25232
mq	1522540
src	1308606
swx	1692115
tsem	928876
dsgx	1050140
dtm	1842022
eva	1592057
jhg	1274173
pvh	78239
we	1813756
mdu	67716
rli	84246
asan	1477720
thg	944695
asnd	1612042
trno	1476150
ida	1057877
tv	912892
pri	1475922
gbci	868671
psb	866368
paas	771992
ccmp	1102934
iart	917520
dei	1364250
opch	1014739
rhp	1040829
rog	84748
bipc	1788348
chffy	1601994
esi	1590714
auy	1264089
anat	1801075
ozk	1569650
knsl	1669162
stn	1131383
aqua	1604643
sofi	1818874
vg	1272830
exp	918646
woof	1826470
unvr	1494319
wtfc	1015328
sigi	230557
slfpy	1370418
bxmt	1061630
powi	833640
phys	1477049
cig	1157557
hele	916789
slm	1032033
medp	1668397
man	871763
rare	1515673
wk	1445305
slgn	849869
ntco	1776967
vly	714310
cade	1299939
cmc	22444
roll	1324948
expo	851520
tgna	39899
pags	1712807
iaa	1745041
nrz	1556593
futu	1754581
hp	46765
gps	39911
civi	1509589
ufpi	912767
nsa	1618563
am	1623925
leg	58492
axs	1214816
enlc	1592000
tnl	1361658
sam	949870
ihcpf	1508633
krg	1286043
irdm	1418819
mbt	1115837
frsh	1544522
amkr	1047127
drvn	1804745
vrt	1674101
algm	866291
seb	88121
saic	1571123
alks	1520262
bmbl	1830043
adc	917251
lpl	1290109
mxchy	1435969
vrns	1361113
hbi	1359841
cigi	913353
bwxt	1486957
novt	1076930
msa	66570
dna	1830214
osh	1564406
grp-un	1564538
pk	1617406
bkh	1130464
ubsi	729986
igt	1619762
open	1801169
aur	1828108
shi	908732
ambp	1845097
ncr	70866
hxl	717605
ssd	920371
vlpny	1378984
post	1530950
slg	1040971
sgry	1638833
aval	1504764
hrb	12659
al	1487712
wix	1576789
four	1794669
msm	1003078
wwe	1091907
bxsl	1736035
wbs	801337
cere	1805387
esnt	1448893
owl	1823945
mms	1032220
nati	935494
exls	1297989
docn	1582961
icui	883984
run	1469367
srcl	861878
avnt	1122976
tkr	98362
tdc	816761
crus	772406
prgo	1585364
yeti	1670592
tho	730263
box	1372612
lnth	1521036
he	354707
atkr	1666138
arwr	879407
mituy	1446420
ayx	1689923
lazr	1758057
pycr	1839439
ssrm	921638
esgr	1363829
ogs	1587732
btg	1429937
mcw	1853513
sfbs	1430723
umbf	101382
spr	1364885
nycb	910073
pinc	1577916
ensg	1125376
avt	8858
abg	1144980
ftch	1740915
altr	1701732
vsco	1856437
chpt	1777393
apg	1796209
spsc	1092699
vnt	1786842
wts	795403
amn	1142750
sndr	1692063
chx	1723089
zd	1084048
wen	30697
env	1337619
stvn	1849853
fls	30625
adrzy	1436467
evr	1360901
atus	1702780
mtg	876437
ora	1296445
jwn	72333
azihy	1533475
sim	887153
coke	317540
safm	812128
becn	1124941
qdel	353569
itci	1567514
hr	899749
cnx	1070412
mgy	1698990
apls	1492422
sm	893538
atc	1762459
ocdx	1828443
hiw	921082
bhf	1685040
evo	1412558
crox	1334036
por	784977
newr	1448056
awi	7431
lanc	57515
amed	896262
ely	837465
tfsl	1381668
trtn	1660734
is	1837430
pacw	1102112
curlf	1756770
livn	1639691
jobs	1295484
njr	356309
mstr	1050446
fizz	69891
hwc	750577
ryan	1849253
nsp	1000753
celh	1341766
nvax	1000694
jxn	1822993
asai	1834048
zlab	1704292
frpt	1611647
mrvi	1823239
cpg	1545851
alit	1809104
nari	1531048
crk	23194
knbe	1664998
psth	1811882
aple	1418121
crsp	1674416
cwk	1628369
cef	1726122
cwst	911177
wd	1497770
peco	1476204
pnm	1108426
alsn	1411207
glpg	1421876
smtc	88941
ab	825313
dbrg	1679688
bcpc	9326
ago	1273813
carg	1494259
cnmd	816956
bl	1666134
hayw	1834622
val	314808
ait	109563
kex	56047
mxl	1288469
rdn	890926
sig	832988
meoh	886977
smpl	1702744
bzzuy	1437774
srad	1836470
lope	1434588
msgs	1636519
pegry	1455633
dnp	806628
sji	91928
ntla	1652130
epr	1045450
cnm	1856525
tcn	1584425
jbt	1433660
r	85961
wns	1356570
gtes	1718512
doc	1574540
psn	275880
act	1823529
irtc	1388658
sr	1126956
hri	1364479
cbt	16040
ncno	1902733
pch	1338749
cns	1284812
sauhy	1451279
zws	1439288
gt	42582
fnb	37808
brze	1676238
out	1579877
jamf	1721947
matx	3453
nea	1195737
mtsi	1493594
umpq	1077771
oaofy	1058255
fcfs	840489
si	1312109
athm	1527636
fn	1408710
indb	776901
sitm	1451809
dufry	1546354
gatx	40211
appf	1433195
lesl	1821806
chgg	1364954
cri	1060822
bcucy	1581285
sxt	310142
jblu	1158463
appn	1441683
foxf	1424929
homb	1331520
abcm	1492074
cxm	1569345
onto	704532
pgny	1551306
ihs	1876183
mrtx	1576263
ntra	1604821
vrnt	1166388
mmsi	856982
neu	1282637
pbf	1534504
sun	1552275
ebc	1810546
lxp	910108
pten	889900
trip	1526520
flr	1124198
dv	1819928
glbe	1835963
irdey	1530256
laz	1311370
ful	39368
ael	1039828
ttec	1013880
nsit	932696
shoo	913241
spt	1517375
hpp	1482512
viav	912093
iipr	1677576
bpmc	1597264
lthm	1742924
ati	1018963
spb	109177
hasi	1561894
diod	29002
cwen	1567683
esmt	1863105
bku	1504008
sabr	1597033
duol	1562088
azek	1782754
sfm	1575515
cbu	723188
etrn	1747009
cvt	1827075
kfy	56679
jbgs	1689796
wbt	1650962
rezi	1740332
cytk	1061983
prft	1085869
sum	1621563
tmhc	1562476
aso	1817358
lspd	1823306
rklb	1819994
pslv	1494728
pzza	901491
ay	1601072
krtx	1771917
coop	933136
bb	1070235
pcrx	1396814
mant	892537
fele	38725
flyw	1580560
krnt	1625791
bsm	1621434
adnt	1670541
sitc	894315
nomd	1651717
be	1664703
virt	1592386
cwan	1866368
six	701374
aciw	935036
bnl	1424182
joby	1819848
gpi	1031203
den	945764
mrcy	1049521
ajrd	40888
rlx	1828365
cvac	1809122
ucbi	857855
rvlv	1746618
crc	1609253
go	1771515
peb	1474098
abm	771497
olli	1639300
fti	1681459
unf	717954
wtm	776867
yy	1530238
rnw	1848763
cvbf	354647
vet	1293135
eye	1710155
eqc	803649
mth	833079
hgty	1840776
caty	861842
apps	317788
amba	1280263
golf	1672013
xrx	1770450
dorm	868780
hain	910406
acad	1070494
taipy	1716957
dbc	1328237
mli	89439
ale	66756
mc	1596967
alrm	1459200
vsbc	1697884
form	1039399
erf	1126874
kw	1408100
kos	1509991
nni	1258602
atco	1794846
fhb	36377
ifs	1615903
regi	1463258
lac	1440972
pwsc	1835681
dnli	1714899
cpa	1345105
cnr	883902
joe	745308
blkb	1280058
twnk	1644406
nwe	73088
gtbif	1795139
cert	1827090
stne	1745431
fsr	1720990
fun	811532
ken	1611005
fix	1035983
lbrt	1694028
qtwo	1410384
hi	1417398
aatp	1713210
asb	7789
tkc	1071321
boh	46195
kmpr	860748
hlf	1180262
bcc	1328581
sky	90896
cpe	928022
fl	850209
cno	1224608
kwr	81362
abcb	351569
ibtx	1564618
ppbi	1028918
nad	1083839
dq	1477641
sblk	1386716
agi	1178819
lgf-a	929351
arvn	1655759
sem	1320414
klic	56978
sqsp	1496963
sono	1314727
nvg	1090116
ofc	860546
pdco	891024
psec	1287032
whd	1699136
ghc	104889
spwr	867773
upwk	1627475
vc	1111335
iq	1722608
mpln	1793229
aeis	927003
lz	1286139
gef	43920
sg	1477815
kbh	795266
unit	1620280
neog	711377
ccoi	1158324
awr	1056903
sfrgy	1571549
staa	718937
pfsi	1745916
evtc	1559865
bco	78890
nkla	1731289
fbp	1057706
fate	1434316
tac	1144800
nvmi	1109345
rusha	1012019
frhc	924805
sstk	1549346
eprt	1728951
furcf	1559444
lth	1869198
aat	1500217
mcy	64996
ava	104918
delky	1361371
boot	1610250
wll	1255474
algt	1362468
btegf	1279495
jjsf	785956
task	1829864
hl	719413
nuva	1142596
rmbs	917273
ens	1289308
rrr	1653653
simo	1329394
mgee	1161728
wrby	1504776
cvlt	1169561
omab	1378239
trup	1371285
crvl	874866
mlco	1381640
sfnc	90498
vsat	797721
vsh	103730
albky	902102
beam	1745999
vicr	751978
iijiy	1090633
cbrl	1067294
btu	1064728
vir	1706431
pbh	1295947
main	1396440
amr	1704715
mmyt	1495153
crct	1828962
abr	1253986
ugp	1094972
wing	1636222
ftdr	1727263
exg	1379438
arnc	1790982
mdc	773141
banf	760498
inst	1841804
cour	1651562
uilcy	1449580
cwt	1035201
omi	75252
fhi	1056288
fwrd	912728
trox	1530804
rlay	1812364
nex	1688476
tcbi	1077428
sho	1295810
brp	1781755
sbra	1492298
amrc	1488139
mog-a	67887
agti	1749704
insm	1104506
mac	912242
trn	99780
bpxxy	1567024
zip	1617553
wern	793074
axnx	1603756
figs	1846576
calx	1406666
hlne	1433642
hrmy	1802665
sanm	897723
roiv	1635088
focs	1651052
tcnnf	1754195
hpk	1792849
calm	16160
fa	1210677
aeo	919012
wsfs	828944
cgau	1854640
cixx	1829948
ipar	822663
aca	1739445
aub	883948
hae	313143
ag	1308648
aaon	824142
jteky	1446661
oas	1486159
lfst	1845257
webr	1857951
kd	1867072
ster	1645070
ggal	1114700
ssu	1869858
iova	1425205
lcii	763744
iboc	315709
navi	1593538
epay	1073349
evh	1628908
hmy	1023514
ptct	1070081
nmrk	1690680
cvi	1376139
pd	1568100
aimc	1374535
gbdc	1476765
cgc	1737927
cort	1088856
ain	819793
mtor	1113256
unfi	1020859
eqrx	1843762
onb	707179
hubg	940942
gogl	1029145
wdfc	105132
usm	821130
itgr	1114483
bldp	1453015
ozon	1822829
dsey	1831617
dy	67215
psmt	1041803
utf	1275617
dh	1861795
atrc	1323885
msge	1795250
bowl	1840572
mdrx	1124804
tlry	1731348
arch	1037676
fult	700564
evcm	1853145
lfg	1823766
etwo	1800347
prva	1759655
ottr	1466593
bros	1866581
ibp	1580905
rig	1451505
glng	1207179
sgfy	1828182
embk	1827980
safe	1688852
yelp	1345016
tex	97216
jks	1481513
eaf	931148
csq	1275214
cim	1409493
urbn	912615
maxr	1121142
goos	1690511
negg	1474627
ccu	888746
ptxky	1545057
bynd	1655210
tal	1499620
hth	1265131
